Data,Sentiment
আবেক আসলো না মনেআমার একটা গলপ আছে,1
নাটকটা অসাধারণ তবে আবেগে খারাপ লাগছে শেষে মিলটা না হওয়াতে,1
বাল এর তিশাকে সব নাটক এ কেনো নেয়,0
জন এ এতো ভালো অভিনয় করতে পারে ভাবা ই যায়না,1
ফালতো চোদা নাটক  হালারে মারকেট  আউট  করা যায়  না,0
কাহিনি পায় না তারা আবাল মারকা নাটক বোকা,0
নাটকের শেষে দুজনের মিল হলে আরও বেশি ভালো লাগতো,1
ইভানার অভিনয় পুরা ফালতু হয়েছে,0
জেরিন ও অয়ন এর বিয়ে হয়ে নাটক শেষ হলে আরও বেশি ভাল লাগত,1
ইফ আই সে বেসট ইট উইল বি লেস ভাল থাকবেন আরিয়ান ভাই,1
পরিচালক ভাইছেলেদের এই ভাবে ছোট দেখানো ঠিক হয়নি,0
নাটকের পুরোটাই অসাধারণ শেষটা  অনেক বেশি ভালো লাগলো,1
শুয়োরের বাচচার নাটকে মাতরাতিরিকত অশলীলতা,0
নিশো ভাই একটা জিনিস ভাই সতযিই বাংলাদেশের সেরা অভিনেতা কে কে এক মত,1
এই ফাউল নাটকের  মিলিয়ন ভিউ,0
ফালতু নাটকসময় নষট হলো দেখে,0
আহারে সনতান অনেক ভাল একটি নাটক,1
আমি কলকাতার ছেলে বাংলাদেশের পরতিটি নাটক বেষট,1
এ যারা এই নাটক টা আর   টা দেখেছেন তারা  করবেন,1
সারলিনকে নায়িকা হিসেবে নিলে আরও ভাল লাগত,1
ভোদার নাটক লেখছে সামার সকীপ রাইটার,0
এটা ভাঁড়ামি ছাড়া আর কিছুই না,0
